Area_Name,Postal_code,Lat,Lon
Landakai,23221,34.6614,72.1408
Katlang,23240,34.3606,72.0803
Musakhat,23221,34.6614,72.1408
Charchoor,23241,34.5499,71.7242
Jamal Garhi,23230,34.315,72.0675
Shamo Zai,23241,34.5499,71.7242
Babu Zai,23250,30.2411,66.8247
Badar Banda,23241,34.5499,71.7242
Shikrai Bara,23241,34.5499,71.7242
Ghundo,23241,34.5499,71.7242
Sangao,23251,34.4642,72.1733
Seri Bacha Khel,23241,34.5499,71.7242
Dheri Likpani,23241,34.5499,71.7242
Pipal,23261,34.3749,72.3029
Toru,23300,30.6,72.05
Mura Banda,23261,34.3749,72.3029
Bazdara Bala,23261,34.3749,72.3029
Nodeh,23301,33.9786,71.4739
Garhi Kapura,23310,34.1975,72.1639
Garh Garh,23301,33.9786,71.4739
Kohi Barmol,23260,34.4878,72.1156
Qasim,23301,33.9786,71.4739
Mian Khan,23251,34.4642,72.1733
Bazdara Payan,23261,34.3749,72.3029
Ghazi Baba,23261,34.3749,72.3029
Hashamabad,23301,33.9786,71.4739
Mayar,23290,34.1633,72.0839
Shamshad Abad,23301,33.9786,71.4739
Urmal Dheri,23341,29.5896,70.8583
Swaryan,23301,33.9786,71.4739
Gumbat,23311,34.4329,72.3221
Dobian,23330,34.2564,71.9957
Kandar,23311,34.4329,72.3221
Daulat,23331,34.4672,71.5139
Agai,23340,29.5896,70.8583
Jaganath Canal Bangla,23341,29.5896,70.8583
Plai,23270,33.9502,71.6521
Bazargai,23331,34.4672,71.5139
Sardchina,23331,34.4672,71.5139
Giddar Pur,23311,34.4329,72.3221
Sikandri,23341,29.5896,70.8583
Mathra,23341,29.5896,70.8583
Rustam,23370,27.9667,68.8
Unwan Abad,23341,29.5896,70.8583
Kutarpan,23371,34.3042,72.2922
Machai,23371,34.3042,72.2922
Gujrat,23350,32.5667,74.0833
Bachai,23341,29.5896,70.8583
Cheena,23371,34.3042,72.2922
Ayub Killi,23331,34.4672,71.5139
Saidabad,23371,34.3042,72.2922
Hamzakot,23371,34.3042,72.2922
Sheh Tore,23371,34.3042,72.2922
Naudeh,23371,34.3042,72.2922
Allilandi,23371,34.3042,72.2922
Surkh Dheri,23371,34.3042,72.2922
Shah Baz Garhi,23390,34.2644,72.1978
Char Gulai,23371,34.3042,72.2922
Surkani,23371,34.3042,72.2922
Khaira Bad,23391,34.2644,72.1978
Hussai,23391,34.2644,72.1978
Kalu Khan,23410,28.0597,67.8208
Narangi,23421,34.2008402,72.3200327
Parmulai,23421,34.2008402,72.3200327
Boot Seri,23391,34.2644,72.1978
Nawan Killi,23420,34.2239,72.3498
Bhai Khan,23391,34.2644,72.1978
Ismaila,23400,34.2206,72.2417
Garyala,23391,34.2644,72.1978
Sodher,23341,29.5896,70.8583
Shewa,23421,34.2008402,72.3200327
Chak Naudeh,23421,34.2008402,72.3200327
Spin Kani,23421,34.2008402,72.3200327
Char Bagh,23431,33.9619,72.4786
Mansabdar,23421,34.2008402,72.3200327
Tara Kai,23421,34.2008402,72.3200327
Saleem Khan,23431,33.9619,72.4786
Qazi Abad,23431,33.9619,72.4786
Sawabi G.P.O.,23430,34.1881721,72.3132253
Sheikh Jana,23421,34.2008402,72.3200327
Gohati,23431,33.9619,72.4786
Turlandi,23421,34.2008402,72.3200327
Managai,23421,34.2008402,72.3200327
Qadra,23431,33.9619,72.4786
Yousaf Zai,23431,33.9619,72.4786
Chingiai,23430,34.1881721,72.3132253
Shah Mansoor,23431,33.9619,72.4786
Maneri Payan,23431,33.9619,72.4786
Thand Kohi,23431,33.9619,72.4786
Kala Dara,23431,33.9619,72.4786
Baja,23431,33.9619,72.4786
Ghur Ghushti,23431,33.9619,72.4786
Jamal Abad,23431,33.9619,72.4786
Kaddai,23431,33.9619,72.4786
Boqa,23451,33.597121,73.0450466
Right Bank (Tarbella),23470,33.4219,72.0183
Pabini,23451,33.597121,73.0450466
Kala,23431,33.9619,72.4786
Panjman,23451,33.597121,73.0450466
Doaher,23431,33.9619,72.4786
Bamkhel,23440,33.4219,72.0183
Qasimabad,23451,33.597121,73.0450466
Topi,23460,33.6028576,72.5746636
Pehur Hamlet,23461,33.4219,72.0183
Gandaf,23480,34.1186,72.6897
Deval,23490,32.3817,71.7103
Besak,23481,34.1186,72.6897
Kupri,23491,14.401928,120.9279826
Ziarat Bela,23491,14.401928,120.9279826
Jhanda,23451,33.597121,73.0450466
Zaida,23540,34.0603,72.4678
Utla,23491,14.401928,120.9279826
Marghuz,23530,34.0301,72.4172
Khunda,23560,33.4633,72.3947
Sheikh Dheri,23571,34.0367,72.3975
Ghabasni,23491,14.401928,120.9279826
Batta Kora,23461,33.4219,72.0183
Maini,23450,31.5969185,74.4986775
Lahor Chhota,23570,34.0367,72.3975
Zarobi,23510,34.0308,72.5647
College Campus Kotha,23501,34.0301,72.4172
Galli,23491,14.401928,120.9279826
Kotha,23500,32.8,73.8167
Ambar,23561,34.0568217,72.3945089
Chanai,23491,14.401928,120.9279826
Hund,23561,34.0568217,72.3945089
Takail,23491,14.401928,120.9279826
Garmanara,23550,34.0301,72.4172
Tordher,23610,33.9911,72.2867
Kalabat,23520,34.0742,72.55
Beka,23591,33.9936,72.3475
Nara Amazai,23491,14.401928,120.9279826
Manki,23590,34.0086,72.3286
Jalbai,23600,34.0142,72.2681
Inzari,24001,33.85,72.1281
Jabbi,24001,33.85,72.1281
Beka Dheri,23591,33.9936,72.3475
Jalsai,23580,34.0472,72.3311
Bazar,23611,31.1139,67.7472
Nisar Tang,24001,33.85,72.1281
Allah Bakhash Colony,24020,33.9818,72.1968
Tano,23611,31.1139,67.7472
Jehan Gira,23620,33.0416,70.779
Kahi,24001,33.85,72.1281
Amir,24011,32.345,72.9332
Manduri,24001,33.85,72.1281
Nizam Pur,24010,32.345,72.9332
Pir Sabaq,24050,33.6747,71.9975
Nandrak,24021,34.0133,72.1792
Garo,24011,32.345,72.9332
Mali Khel,24041,33.4089,71.3758
Shagai,24011,32.345,72.9332
Khair Abad,24000,34.1552549,71.7371358
Shaidu,24030,33.9772,72.1817
Mughal Ki,24041,33.4089,71.3758
Akora Khattak,24040,34.0036,72.1261
Khawrai,24021,34.0133,72.1792
Kotar Pane,24081,14.401928,120.9279826
Zara Miana,24041,33.4089,71.3758
Adam Zai,24041,33.4089,71.3758
Misri Banda,24041,33.4089,71.3758
Narai,24021,34.0133,72.1792
Zando Banda,24081,14.401928,120.9279826
Mian Isa,24031,33.9936,72.1933
Rashakai,24081,14.401928,120.9279826
Jamia Islamia,24041,33.4089,71.3758
Ghalla Dher,24081,14.401928,120.9279826
Chowki,24081,14.401928,120.9279826
Risal Pur,24080,34.2873,71.8271
Bara Banda,24081,14.401928,120.9279826
Sadu Khel,24101,35.9167,71.52
Nowshera G.P.O.,24100,33.9739774,72.0143643
Khesari,24101,35.9167,71.52
Feroz Sons Nowshera,24160,33.8828,71.5928
Aza Khel Payan,24181,33.9833,71.8833
Adamjee Paper Board Mills,24170,33.8828,71.5928
Palosi Payan,24101,35.9167,71.52
Shekhi,24101,35.9167,71.52
Khesh Ki Payan,24111,33.8828,71.5928
Dagai Banda,24200,34.1459,71.7973
Walai,24131,33.9556,72.06
Nowshera Khurd,24101,35.9167,71.52
Pirpai,24180,33.9833,71.8833
Pabbi,24210,34.0106,71.7989
Azakhel,24190,33.8828,71.5928
Ziarat Kaka Sahib,24130,33.9258,72.0411
Phari Katti Khel,24101,35.9167,71.52
Nowshera City,24110,33.8828,71.5928
Colony Sarhad Textile Mills,24150,33.8828,71.5928
Manki Sharif,24140,33.8828,71.5928
Peshongri,24211,34.0106,71.7989
Dag Besud,24221,34.655,71.61
Aman Kot,24221,34.655,71.61
Pabbi Railway Station,24220,34.4631,71.7567
Wazir Garhi,24221,34.655,71.61
Jaroba,24251,33.8667,71.7667
Banda Mohib,24221,34.655,71.61
Spin Kani Kalan,24241,33.9167,71.8167
Chandan Ghari,24251,33.8667,71.7667
Spin Khak,24250,33.8667,71.7667
Panakot,24221,34.655,71.61
Jallozai,24240,33.9167,71.8167
Shamshatoo,24251,33.8667,71.7667
Jana Kurk,24251,33.8667,71.7667
Bakhtai,24271,33.85,71.8833
Shah Kot Payan,24271,33.85,71.8833
Chapari,24261,34.1459,71.7973
Saleh Khana,24270,33.85,71.8833
Sam Badbher,24251,33.8667,71.7667
Dak Ismail Khel,24260,33.8467775,71.8193354
Urmar Payan,24300,33.9667,71.7333
Urmar Bala,24301,33.95,71.6833
Cherat,24280,33.8167,71.8833
Mera Katchori,24301,33.95,71.6833
Urmar Maina,24301,33.95,71.6833
Ali Baig,24311,33.5856,70.7378
Ghari Naubat Khan,24301,33.95,71.6833
Khush Muqam,24311,33.5856,70.7378
Tarnab Farm,24330,32.37,70.6962
Tarkha,24311,33.5856,70.7378
Daud Zai,24400,32.6851,69.9264
Akbar Pura,24320,32.37,70.6962
Shakra Pura,24401,34.1553,71.5383
Tarujabba,24310,30.7817,69.6842
Takhtabad Awal,24401,34.1553,71.5383
Lala,24331,32.25,74.8
Budni,24321,34.0508,71.6903
Charsadda Npo (Nd),24420,34.1438376,71.725114
Musa Zai,24360,32.37,70.6962
Abazai (Nd),24420,34.1438376,71.725114
Umar Maira,24301,33.95,71.6833
Niami,24401,34.1553,71.5383
Banda Sheikh Ismail,24311,33.5856,70.7378
Naguman,24401,34.1553,71.5383
Amir Abad (Nd),24420,34.1438376,71.725114
Mandani (Nd),24420,34.1438376,71.725114
Agra Payan,24421,34.1158,71.6922
Dhakki (Nd),24420,34.1438376,71.725114
Danan Afghani,24401,34.1553,71.5383
Gul Bela,24401,34.1553,71.5383
Agra Miana,24421,34.1158,71.6922
Kula Dher,24421,34.1158,71.6922
Shaghai Bala,24401,34.1553,71.5383
Charsadda G.P.O.,24420,34.1438376,71.725114
Barister Koroona,24421,34.1158,71.6922
Sheikh Kalay,24421,34.1158,71.6922
Sheikhabad (Nd),24420,34.1438376,71.725114
Kamran Kalay Edso Nd,24421,34.1158,71.6922
Parang So (Nd),24421,34.1158,71.6922
Khat Killay,24421,34.1158,71.6922
Sardheri Bazar,24460,33.9706,71.611
Garhi Abdul Wahid,24401,34.1553,71.5383
Charsadda Town (Nd),24430,33.7983,71.372
Dheri Zardad,24451,34.1338,71.7921
Palosa,24461,34.1369,71.8339
Muftipur,24461,34.1369,71.8339
Kalyas,24451,34.1338,71.7921
Nisatta,24450,34.1011,71.7964
Prang (Nd),24451,34.1338,71.7921
Hindu Kalli,24451,34.1338,71.7921
Turlandai,24451,34.1338,71.7921
Khan Mahi,24461,34.1369,71.8339
Dargai,24461,34.1369,71.8339
Boobak,24451,34.1338,71.7921
Zarinabad,24461,34.1369,71.8339
Pm Nari,24461,34.1369,71.8339
Gulabad,24461,34.1369,71.8339
Azizabad,24451,34.1338,71.7921
Ibrahimzai,24461,34.1369,71.8339
Khullay,24461,34.1369,71.8339
Surkhatki,24461,34.1369,71.8339
Rajjar Edso (Nd),24480,33.7983,71.372
Bahlula,24461,34.1369,71.8339
Najeemabad,24461,34.1369,71.8339
Azim Khan Pur,24461,34.1369,71.8339
Dosehra,24461,34.1369,71.8339
Hikmatabad,24461,34.1369,71.8339
Rasoolabad,24501,34.1858,71.7633
Sheikho,24461,34.1369,71.8339
Chitral Karoona,24501,34.1858,71.7633
Hajiabad,24461,34.1369,71.8339
Umarzai,24510,30.6358,67.3575
Utmanzai,24500,34.1858,71.7633
Ijara Kalli,24511,28.7153,68.4954
Ghazgi,24511,28.7153,68.4954
Taurangzai,24490,33.7983,71.372
M. Zahir Khan Kalli,24461,34.1369,71.8339
Akbarabad,24511,28.7153,68.4954
Nawab Khan,24511,28.7153,68.4954
Kula Dand Payan,24511,28.7153,68.4954
Harichand,24520,31.7276,69.9476
Harichand Banglow,24511,28.7153,68.4954
Zarbab Ghari,24511,28.7153,68.4954
Amirabad Puli,24531,34.2619,71.6978
Koroona,24511,28.7153,68.4954
Shokatabad,24511,28.7153,68.4954
Tangi,24540,34.3006,71.6536
Merajanoki,24541,34.2906,71.6228
Sherpao,24530,34.2619,71.6978
Hawara,24531,34.2619,71.6978
Gandheri,24541,34.2906,71.6228
Shakh No.6,24511,28.7153,68.4954
Saadabad,24531,34.2619,71.6978
Ziambanglow,24531,34.2619,71.6978
Kot,24601,34.3169,72.5421
Mian Khel,24631,32.5589,70.8258
Cheena,24601,34.3169,72.5421
Kangra,24620,32.9278,74.1722
Battgram,24631,32.5589,70.8258
Kharakai,24631,32.5589,70.8258
Shabqadar Fort,24630,34.20949,71.5672904
Zareef Koroona,24631,32.5589,70.8258
Sheikhan,24631,32.5589,70.8258
Nasrat Zai,24631,32.5589,70.8258
Mirza Dher,24601,34.3169,72.5421
Jura,24541,34.2906,71.6228
Shodag,24511,28.7153,68.4954
Attaki,24631,32.5589,70.8258
Mandezai,24631,32.5589,70.8258
Dheri Sikandar Khan,24631,32.5589,70.8258
Haji Zai,24631,32.5589,70.8258
Kotak Tarnab,24631,32.5589,70.8258
Sariekh,24631,32.5589,70.8258
Mirzai,24631,32.5589,70.8258
Amba Dher,24631,32.5589,70.8258
Qilla Shah Baig,24631,32.5589,70.8258
Shabqadar Village,24631,32.5589,70.8258
Pir Qilla,24631,32.5589,70.8258
Gunda,24631,32.5589,70.8258
Yakka Ghund,24631,32.5589,70.8258
Yaghi Bandi Payan,24631,32.5589,70.8258
Ghalani,24650,33.9923,71.5593
Kotozai,24641,34.2858,71.5839
Hassanzai,24641,34.2858,71.5839
Nawan Kalli,24651,33.9923,71.5593
Warsak Colony,24680,34.1547,71.4492
Matta Mughal Khel,24640,34.2828,71.5692
Kandar,24631,32.5589,70.8258
Lakarai,24651,33.9923,71.5593
H.Yarjan Kalli,24651,33.9923,71.5593
Wocha Jawara,24651,33.9923,71.5593
Yousaf Khel,24651,33.9923,71.5593
Malikabad,24641,34.2858,71.5839
Sando Khel,24651,33.9923,71.5593
Ghazi Beg,24651,33.9923,71.5593
Dab Koroona,24681,27.5182374,-99.5914564
Pandi Lalma,24681,27.5182374,-99.5914564
Mian Mandi,24651,33.9923,71.5593
Garhi Sher Dad,24681,27.5182374,-99.5914564
Badi Zai,24701,32.5978,69.7869
Lala China,24731,34.0175,71.2669
Malik Zada Adam,24731,34.0175,71.2669
Kafoor Dheri,24701,32.5978,69.7869
Loi Shalman,24741,34.1017,71.1467
Khatki Sharif,24681,27.5182374,-99.5914564
Landi Kotal,24740,34.1017,71.1467
Malikzada Adam Khan,24741,34.1017,71.1467
Lawara Maina,24681,27.5182374,-99.5914564
Jabba,24731,34.0175,71.2669
Jamal Abad,24681,27.5182374,-99.5914564
Nasir Bagh,24700,30.9553,66.8217
Shahi Bala,24701,32.5978,69.7869
Regi Village Edso,24710,33.1856,70.2384
Khan Kalay,24731,34.0175,71.2669
Rawal Koroona,24681,27.5182374,-99.5914564
Lakarai,24701,32.5978,69.7869
Ali Masjid,24731,34.0175,71.2669
Jamrud,24730,34.0028,71.3806
Mushtar Zai,24801,33.8967,71.2767
Nawai Kamar,24801,33.8967,71.2767
Pawaka,24820,33.074,71.8023
Bara Fort,24800,28.95,71.6333
Kam Shalman,24741,34.1017,71.1467
Mulazai,24701,32.5978,69.7869
Sangoo,24801,33.8967,71.2767
Surizai Miana,24831,33.074,71.8023
Toda China,24801,33.8967,71.2767
Mashoo Khel,24810,33.074,71.8023
Sheikhan,24801,33.8967,71.2767
Haji Abdullah Jan Kalli,24801,33.8967,71.2767
Sheikh Mohammadi,24841,33.9333,71.5167
Zangali,24841,33.9333,71.5167
Kala Khel,24851,34.4178,72.6258
Kagawal,24841,33.9333,71.5167
Maryamzai,24851,34.4178,72.6258
Peshawar City,25000,34.0130512,71.5151793
Adizai,24851,34.4178,72.6258
Karimpura,25000,34.0130512,71.5151793
Badbher,24840,33.9167,71.5667
Kohi,24861,33.8,71.6167
Faridi,24861,33.8,71.6167
P.A.F. Camp Badhber,24830,33.074,71.8023
Nishtar Abad,25000,34.0130512,71.5151793
Tela Band,24851,34.4178,72.6258
Sherikira,24860,33.396,71.7811
Hassan Khel,24861,33.8,71.6167
Khyber Bazar,25000,34.0130512,71.5151793
Surizai Payan,24831,33.074,71.8023
Peshawar Airport,24820,33.074,71.8023
Bora,24861,33.8,71.6167
Ahmed Khel,24831,33.074,71.8023
Pakhi,24861,33.8,71.6167
Aza Khel,24861,33.8,71.6167
Kandow,24861,33.8,71.6167
Gul Bahar,25000,34.0130512,71.5151793
Peshawar Cantt (N.P.O.),25000,34.0130512,71.5151793
High Court,25000,34.0130512,71.5151793
Mathani,24850,34.1256,72.1129
Express Post Center University Town,25000,34.0130512,71.5151793
Peshawar Saddar Bazar,25000,34.0130512,71.5151793
Ramdas Bazar,25000,34.0130512,71.5151793
Childern Hospital,25000,34.0130512,71.5151793
District Head Quarter,25000,34.0130512,71.5151793
Peshawar City Railway Station,25000,34.0130512,71.5151793
Peshawar Kutchery,25000,34.0130512,71.5151793
Shaghali Bala,25001,34.0842,71.6775
Qissa Khawani,25000,34.0130512,71.5151793
Shah Qabool Aulia,25000,34.0130512,71.5151793
Lady Reading Hospital,25000,34.0130512,71.5151793
Peshawar Secretariat,25000,34.0130512,71.5151793
Budhni,25001,34.0842,71.6775
Nauthia Jadeed,25000,34.0130512,71.5151793
Qissa Khawani (Npo),25000,34.0130512,71.5151793
Peshawar G.P.O.,25000,34.0130512,71.5151793
Shah Qabool Aulia N.P.O.,25000,34.0130512,71.5151793
Peshawar City (N.P.O.),25000,34.0130512,71.5151793
Shaheen Muslim Town,25000,34.0130512,71.5151793
Defence Colony,25000,34.0130512,71.5151793
Gul Bahar,25001,34.0842,71.6775
Mian Gujar,25001,34.0842,71.6775
Hazur Khawani,25001,34.0842,71.6775
Kakshal,25001,34.0842,71.6775
Pir Bala,25001,34.0842,71.6775
Abdur Rahima,25001,34.0842,71.6775
Pishta-Khara Payan,25001,34.0842,71.6775
Gilji Kandar Khel,25001,34.0842,71.6775
Deh Bahadur,25001,34.0842,71.6775
Chaghar Matti,25001,34.0842,71.6775
Mathra,25001,34.0842,71.6775
Dag,25001,34.0842,71.6775
Khazana,25001,34.0842,71.6775
Pando Payan,25001,34.0842,71.6775
Chughal Pura,25001,34.0842,71.6775
Fort Slop,25001,34.0842,71.6775
Char Pariza,25001,34.0842,71.6775
Rahim Abad,25001,34.0842,71.6775
Sar-Band,25001,34.0842,71.6775
Bhudo,25001,34.0842,71.6775
Gullo Zai,25001,34.0842,71.6775
Teri Payan,25001,34.0842,71.6775
Ade Zai,25001,34.0842,71.6775
Bakshi Pull,25001,34.0842,71.6775
Wada Paga,25001,34.0842,71.6775
B.I.& S.E. Peshawar,25120,34.0088468,71.4871888
Regilalma Town Ship,25111,33.6754,71.1752
Safaid Dheri,25121,34.0358,71.4889
Industrial Estate,25100,33.6754,71.1752
Acheeni Payan,25121,34.0358,71.4889
Makk Beverages,25001,34.0842,71.6775
Police Housing Colony,25121,34.0358,71.4889
Head Postoffice,25121,34.0358,71.4889
Hindu Kassay,25001,34.0842,71.6775
Tekhal Bala,25140,33.6754,71.1752
Peshawar University G.P.O.,25120,34.0088468,71.4871888
Shagai Hindyan,25171,33.6754,71.1752
Palosai Atozai,25121,34.0358,71.4889
Tehkal Payan,25150,34.0125,71.5228
Pajagi,25171,33.6754,71.1752
C.T.Training School,25160,33.6754,71.1752
Sakhi Chashma,25170,33.6754,71.1752
Afghan Colony,25180,32.9778,70.5139
Shaheen Town,25190,33.6754,71.1752
Govt. College Of Tech Peshawar,25210,33.981584,71.5666464
Kohat G.P.O.,26000,33.9512748,72.3712682
Barh,26001,32.6121918,73.9845895
Chorlaki,26001,32.6121918,73.9845895
Landi Arbab,25220,33.8326,71.7
Parshai,26001,32.6121918,73.9845895
Darshi Khel,26001,32.6121918,73.9845895
Chakar Kot Bala,26001,32.6121918,73.9845895
Kiri Sheikhan,26001,32.6121918,73.9845895
Shadipur,26001,32.6121918,73.9845895
Tappi,26001,32.6121918,73.9845895
Bahadur Khel,26001,32.6121918,73.9845895
Sheraki,26001,32.6121918,73.9845895
Ziarat Sheikh Allahdad,26001,32.6121918,73.9845895
Gadda Khel,26001,32.6121918,73.9845895
Nak Band,26001,32.6121918,73.9845895
Gamkol Sharif,26001,32.6121918,73.9845895
Jabbar,26001,32.6121918,73.9845895
Khushal Garh,26001,32.6121918,73.9845895
Khad Zai,26001,32.6121918,73.9845895
Police Recruit Training Centre,26020,33.6181,71.9298
Akhorwal B.O,26101,32.1018,68.9607
Billi Tang S.O,26110,32.1018,68.9607
Dara Adam Khel S.O,26100,32.1018,68.9607
Kamal Khel B.O,26111,32.1018,68.9607
P.A.F.,26080,33.6181,71.9298
Cadet College Kohat S.O,26030,33.6181,71.9298
Babri Banda B.O,26111,32.1018,68.9607
Officers Training School Kohat,26090,33.6181,71.9298
Dhoda B.O,26111,32.1018,68.9607
Kotian B.O,26111,32.1018,68.9607
Govt. College,26101,32.1018,68.9607
Kharmatoo .B.O,26111,32.1018,68.9607
Kot B.O,26111,32.1018,68.9607
Gunner Line S.O,26050,33.6333,73.0667
J.D.M.T.Mills,26070,33.6181,71.9298
Torki Ismail Khel B.O,26111,32.1018,68.9607
Uster Zai Payan,26170,32.1018,68.9607
Eni Gumbat,26120,32.1018,68.9607
P.T.S.Hangu,26180,32.1018,68.9607
Mohammad Khawaja,26191,30.6072,66.5839
Hangu S.O,26190,33.5119367,71.0104582
Nasrat Khel,26160,33.5964,71.3375
Shadi Khel B.O,26111,32.1018,68.9607
Bilyamina,26191,30.6072,66.5839
Khazina Banda,26191,30.6072,66.5839
Ibrahim Zai,26191,30.6072,66.5839
Gulistan,26191,30.6072,66.5839
Togh Sarai,26200,33.5781,70.6201
Kahi,26220,33.8197,72.0861
Saiful Darra,26191,30.6072,66.5839
Ghiljo,26221,34.6861,71.2742
Zargeri(E.D.S.O.),26210,33.5781,70.6201
Fort Lakhart (E.D.S.O.),26194,30.6072,66.5839
Naryab,26230,33.4839,70.7814
Gurguri,26241,33.4372,70.6611
Jawar Ghundi B.O,26241,33.4372,70.6611
Darsamand,26241,33.4372,70.6611
Uchat,26281,33.4953,70.3797
Sarozai,26250,33.4244,70.785
Karbogha Sharif B.O,26241,33.4372,70.6611
Mammu Banda,26271,33.3581,70.6464
Dallan,26271,33.3581,70.6464
Karoona,26271,33.3581,70.6464
Thull Fort,26260,33.5781,70.6201
Torawari B.O,26241,33.4372,70.6611
Doaba S.O,26240,33.3668,70.7243
Baggan,26281,33.4953,70.3797
Thull City,26270,33.3581,70.6464
Toot Kas,26271,33.3581,70.6464
Alizai,26280,33.5358,70.3442
Sadda,26290,33.7058,70.3283
Manduri,26281,33.4953,70.3797
Bil Yamin,26281,33.4953,70.3797
Sakhi Ahmad Shah,26291,33.7058,70.3283
Arawali Fort,26291,33.7058,70.3283
Parachinar G.P.O.,26300,33.6244,71.3844
Lalmay,26301,34.9792,72.5103
Ghurizai Payan,26121,32.1018,68.9607
Ghar Bina,26301,34.9792,72.5103
Jallandar,26301,34.9792,72.5103
Kirman,26301,34.9792,72.5103
Zeeran,26301,34.9792,72.5103
Samir,26301,34.9792,72.5103
Bushera,26301,34.9792,72.5103
Usterzai Bala,26171,32.1018,68.9607
Ibrahim Zai,26291,33.7058,70.3283
Tarimangal,26301,34.9792,72.5103
Muzaffar Kot,26291,33.7058,70.3283
Khawaja Khizer,26171,32.1018,68.9607
Satellite Town,26054,33.6333,73.0667
Shingak,26301,34.9792,72.5103
Kharlachi,26301,34.9792,72.5103
Pewar,26301,34.9792,72.5103
College Colony,26301,34.9792,72.5103
Shakar Dara,26301,34.9792,72.5103
Shallo Zan,26301,34.9792,72.5103
Kubad Shah Khel,26301,34.9792,72.5103
Mahora,26301,34.9792,72.5103
Kamar Dhand,26351,34.295,72.4144
Boghaki,26301,34.9792,72.5103
Shaikhan Ammunition Depot,26340,33.5089,71.4151
Sultan,26301,34.9792,72.5103
Alamsher,26301,34.9792,72.5103
Mir Kalam Banda,26361,33.2831,71.2981
Sadra,26301,34.9792,72.5103
Lachi,26360,33.3833,71.3333
Surgul,26350,33.5094,71.3842
Malgin,26361,33.2831,71.2981
Banda Fateh Khan,26361,33.2831,71.2981
Jatta Ismail Khel,26361,33.2831,71.2981
Sumari Bala,26361,33.2831,71.2981
Manduri,26361,33.2831,71.2981
Mohsin Khel,26361,33.2831,71.2981
Surdal,26361,33.2831,71.2981
Dartappi,26361,33.2831,71.2981
Khaddar Khel,26361,33.2831,71.2981
Shewaki,26361,33.2831,71.2981
Shakar Dara,26380,33.7761,72.3242
Boori Saghri,26381,33.5089,71.4151
Biland Killa,27001,33.1547734,71.2844061
Isak Khumari,26391,33.5089,71.4151
Darshai,26391,33.5089,71.4151
Makori B.O,26401,33.1825,71.1628
Shakar Khel B.O,26401,33.1825,71.1628
Nari Panos,26411,33.1825,71.1628
Kundi,26391,33.5089,71.4151
Ter,26390,33.2961855,71.0997904
Khurram B.O,26401,33.1825,71.1628
Mami Khel B.O,26401,33.1825,71.1628
Palosa Sar,27001,33.1547734,71.2844061
Nandraka,26381,33.5089,71.4151
Dagar Nari,26410,33.1825,71.1628
Sabir Abad,27000,33.1333,71.3167
Dely Mela,27001,33.1547734,71.2844061
E.I.D.C.Bahadur Khel B.O,26401,33.1825,71.1628
Banda Daud Shah S.O,26400,33.1825,71.1628
Badin Khel,27001,33.1547734,71.2844061
Kurd Sharif,27001,33.1547734,71.2844061
Kandu Khel,27101,33.0728,71.2392
Ghundi Mir Khan Khel,27001,33.1547734,71.2844061
Karak G.P.O.,27200,33.1105303,71.0773215
Karak City,27201,33.3105,71.0835
Inzar Banda,27500,34.4771,71.1586
Mitha Khel,27100,33.0161,70.9033
Bogara,27301,33.01,71.0294
Shanawa Guddi Khel,27401,33.0069,71.0822
Toor Dhand,27201,33.3105,71.0835
Ghundikilla,27301,33.01,71.0294
Tarkhakhol,27101,33.0728,71.2392
Chokara,27300,33.0269627,71.0204994
Turki Khel,27001,33.1547734,71.2844061
Thatti Nasrati,27400,33.0069,71.0822
Ghundi Shamshaki,27001,33.1547734,71.2844061
Gruzi,27201,33.3105,71.0835
Shah Danbanda,27401,33.0069,71.0822
Shah Salim,27501,32.8708,70.9839
Sarki Lawaghar,27401,33.0069,71.0822
Bangi Killa,27501,32.8708,70.9839
Kari Dhand,27501,32.8708,70.9839
Sarat Khel,27901,33.1492,71.2431
Land Kamar,27600,33.0344,70.9919
Tattar Khel,27601,33.0558,70.9278
Latamber,27800,33.2806,70.5353
Zara Gandi,27601,33.0558,70.9278
Paloski Banda,27601,33.0558,70.9278
Manzini,27601,33.0558,70.9278
Khojaki Killa,27601,33.0558,70.9278
Surdog,27801,33.2806,70.5353
Alam Shari Kalla,27601,33.0558,70.9278
Dab Begu Khel,27900,33.1575,71.2473
Warana Mir Hassan Khel,27801,33.2806,70.5353
Jandri,27901,33.1492,71.2431
Warana,27801,33.2806,70.5353
Dab,27901,33.1492,71.2431
Jehangiri,27501,32.8708,70.9839
Manda Wah,27801,33.2806,70.5353
Dab Sangini,27901,33.1492,71.2431
Domel,28010,33.5386,72.1939
Khadar Khan Khel,28020,32.9308,70.9311
Kotka Muhammad Din,28021,32.9308,70.9311
Zarki Khoragai,28011,33.5386,72.1939
Kotka Abdullah Jan,28021,32.9308,70.9311
Kotka Muhammad Khan,28021,32.9308,70.9311
Dandi Kotka Azim Abad,28021,32.9308,70.9311
Murghali,28021,32.9308,70.9311
Nizam Bazar,28030,33.0072,70.6406
Fazal Haq Malwana,28041,30.8736,67.1583
Mandozai,28041,30.8736,67.1583
Bannu G.P.O,28100,32.9817925,70.6025513
Torka,28040,30.8736,67.1583
Landi Jalandher,28021,32.9308,70.9311
Zarki Pirba Khel,28021,32.9308,70.9311
